organization;creators;title;directors;premiere
Schauspielbühnen in Stuttgart- Altes Schauspielhaus u. Komödie im Marquardt;Ulf Dietrich / Manfred Langner;Romy;Manfred Langner;2015
Schauspielbühnen in Stuttgart- Altes Schauspielhaus u. Komödie im Marquardt;William Shakespeare;Der Kaufmann von Venedig;Volkmar Kamm;2013
Schauspielbühnen in Stuttgart- Altes Schauspielhaus u. Komödie im Marquardt;Willy Russell;Rita will‘s wissen;René Heinersdorff;2015
Schauspielhaus Bochum;Alan Ayckbourn;Familiengeschäfte;Marius von Mayenburg;2016
Schauspielhaus Bochum;Alan Ayckbourn;Stromaufwärts;Hermann Schmidt-Rahmer;2013
Schauspielhaus Bochum;Angela Sommer-Bodenburg;Der kleine Vampir;Wolf-Dietrich Sprenger;2008
Schauspielhaus Bochum;Anton Tschechow;Der Kirschgarten;Tamás Ascher;2015
Schauspielhaus Bochum;Anton Tschechow;Onkel Wanja;Stephan Kimmig;2014
Schauspielhaus Bochum;Bernard-Marie Koltès;Roberto Zucco;Lisa Nielebock;2008
Schauspielhaus Bochum;Bertolt Brecht;Der aufhaltsame Aufstieg des Atruro Ui;Sahika Tekand;2011
Schauspielhaus Bochum;Bertolt Brecht;Die Kleinbürgerhochzeit;Wolf-Dietrich Sprenger;2007
Schauspielhaus Bochum;Carl Zeller;Der Vater;Alexander Riemenschneider;2016
Schauspielhaus Bochum;Christoph Frick / Karsten Riedel;Oft ist die Natur nicht einmal schön;Christoph Frick;2010
Schauspielhaus Bochum;Christoph Nußbaumeder;Das Fleischwerk;Barbara Bürk;2015
Schauspielhaus Bochum;Christoph Nußbaumeder;Das Fleischwerk;Robert Schuster;2015
Schauspielhaus Bochum;Christoph Nußbaumeder;Eisenstein;Anselm Weber;2010
Schauspielhaus Bochum;Christoph Nußbaumeder;Mutter Kramers Fahrt zur Gnade;Heike M. Götze;2013
Schauspielhaus Bochum;Colin Serreau;Hase Hase;Malte C. Lachmann;2013
Schauspielhaus Bochum;Dirk Laucke;Jimi Bowatski hat kein Schamgefühl;Heike M. Götze;2011
Schauspielhaus Bochum;Dries Verhoeven;Life Streaming;Dries Verhoeven;2010
Schauspielhaus Bochum;Edmond Rostand;Cyrano de Bergerac;Katharina Thalbach;2011
Schauspielhaus Bochum;Eduardo De Filippo;Die Kunst der Komödie;Christian Tschirner;2006
Schauspielhaus Bochum;Erich Kästner;Drei Männer im Schnee;Christian Brey;2014
Schauspielhaus Bochum;Eugene O'Neill;Trauer muss Elektra tragen;Markus Dietz;2008
Schauspielhaus Bochum;Flora Verbrugge / Herman van Baar;Kummer und Courage;Martina van Boxen;2009
Schauspielhaus Bochum;Franz Kafka;Amerika;Jan Klata;2011
Schauspielhaus Bochum;Friedrich Dürrenmatt;Der Besuch der alten Dame;Anselm Weber;2015
Schauspielhaus Bochum;Friedrich Schiller;Die Jungfrau von Orleans;Roger Vontobel;2011
Schauspielhaus Bochum;Friedrich Schiller;Don Karlos;David Bösch;2014
Schauspielhaus Bochum;Friedrich Schiller;Don Karlos;Jan Neumann;2015
Schauspielhaus Bochum;Friedrich Schiller;Maria Stuart;Elmar Goerden;2008
Schauspielhaus Bochum;Georges Feydeau;Floh im Ohr;Dieter Giesing;2007
Schauspielhaus Bochum;Gerhart Hauptmann;Die Ratten;David Bösch;2011
Schauspielhaus Bochum;Gerhart Hauptmann;Einsame Menschen;Roger Vontobel;2014
Schauspielhaus Bochum;Gerhart Hauptmann;Rose Bernd;Roger Vontobel;2015
Schauspielhaus Bochum;Hans Fallada;Ein Mann will nach oben;Anselm Weber;2014
Schauspielhaus Bochum;Haruki Murakami;Afterdark;Benjamin Walther;2006
Schauspielhaus Bochum;Heinrich von Kleist;Amphitryon;Lisa Nielebock;2014
Schauspielhaus Bochum;Heinrich von Kleist;Der zerbrochne Krug;Anselm Weber;2015
Schauspielhaus Bochum;Heinrich von Kleist;Penthesilea;Lisa Nielebock;2007
Schauspielhaus Bochum;Henrik Ibsen;Gespenster;Lisa Nielebock;2007
Schauspielhaus Bochum;Henrik Ibsen;Hedda Gabler;Roger Vontobel;2014
Schauspielhaus Bochum;Henrik Ibsen;Rosmersholm;Elmar Goerden;2006
Schauspielhaus Bochum;Honoré de Balzac;Gespenster des Kapitals;Hermann Schmidt-Rahmer;2014
Schauspielhaus Bochum;Hugo Claus;Freitag;Eric de Vroedt;2014
Schauspielhaus Bochum;Jalila Baccar / Fadhel Jaibi;Medea;Fadhel Jaibi;2010
Schauspielhaus Bochum;Jan Neumann;Hochstapeln;Katja Lauken;2010
Schauspielhaus Bochum;Jan Neumann;Hochstapeln;Katja Lauken / Jan Neumann;2010
Schauspielhaus Bochum;Johann Wolfgang von Goethe;Faust;Mahir Günsiray;2010
Schauspielhaus Bochum;Jonathan Garfinkel;Das Haus der vielen Zungen;Kristo Šagor;2008
Schauspielhaus Bochum;Jon Fosse;Da kommt noch wer;Elmar Goerden;2006
Schauspielhaus Bochum;Joseph Roth;Hiob;Lisa Nielebock;2015
Schauspielhaus Bochum;Judith Herzberg;Leas Hochzeit;Eric de Vroedt;2015
Schauspielhaus Bochum;Justine del Corte;Der Alptraum vom Glück;Elmar Goerdenin;2007
Schauspielhaus Bochum;Justine del Corte;Die Ratte;Elmar Goerden;2008
Schauspielhaus Bochum;Justine Del Corte;Die Ratte;Tina Lanik;2008
Schauspielhaus Bochum;Klaus Mann;Mephisto;Daniela Löffner;2016
Schauspielhaus Bochum;Laura Naumann;Raus aus dem Swimmingpool;Malte C. Lachmann;2014
Schauspielhaus Bochum;Lorenz Hippe;Strike! Heute Nacht schlagen wir zurück;Martina van Boxen;2008
Schauspielhaus Bochum;Lot Vekemans;Gift. Eine Ehegeschichte;Heike M.Götze;2015
Schauspielhaus Bochum;Lutz Hübner / Herbert Grönemeyer;Bochum;Barbara Hauck;2013
Schauspielhaus Bochum;Lutz Hübner / Sarah Nemitz;Wunschkinder;Anselm Weber;2016
Schauspielhaus Bochum;Mark Ravenhill;Pool (kein Wasser);Hans Dreher;2007
Schauspielhaus Bochum;Martin Heckmanns;Es wird einmal;Henner Kallmeyer;2013
Schauspielhaus Bochum;Max Frisch / Reto Finger;Stiller;Eric de Vroedt;2016
Schauspielhaus Bochum;Maxim Gorki;Wass Shelesnowa;Jan Neumann;2013
Schauspielhaus Bochum;Mike Kenny;Der Gärtner;Martina van Boxen;2013
Schauspielhaus Bochum;Ödön von Horváth;Kasimir und Karoline;Lisa Nielebock;2011
Schauspielhaus Bochum;Oscar Wilde;Das Gespenst von Canterville;Dirk Engler;2006
Schauspielhaus Bochum;Pedro Almodovár / Jeffrey Lane / David Yazbek;Frauen am Rande des Nervenzusammenbruchs;Barbara Hauck;2014
Schauspielhaus Bochum;Peter Handke;Die Unvernünftigen sterben aus;Alexander Riemenschneider;2014
Schauspielhaus Bochum;Philipp Löhle;Genannt Gospodin;Kristo Šagor;2007
Schauspielhaus Bochum;Reto Finger;Der Fall des Robert K.;Anselm Weber;2011
Schauspielhaus Bochum;Reto Finger;Hans im Glück;Anselm Weber;2014
Schauspielhaus Bochum;Rio Reiser / Dietmar Roberg;Herr Fresssack und die Bremer Stadtmusikanten;Christian Hockenbrink;2009
Schauspielhaus Bochum;Roland Schimmelpfennig;Besuch bei dem Vater;Elmar Goerden;2007
Schauspielhaus Bochum;Sabine Harbeke;Trotzdem;Sabine Harbeke;2007
Schauspielhaus Bochum;Sophokles / Aischylos;Die Labdakiden;Roger Vontobel;2010
Schauspielhaus Bochum;Tennessee Williams;Die Katze auf dem heißen Blechdach;Markus Dietz;2007
Schauspielhaus Bochum;Theo Fransz;Co-Starring;Martina van Boxen;2015
Schauspielhaus Bochum;Ulrike Freising;Schneefall;Martina van Boxen;2008
Schauspielhaus Bochum;Voltaire;Candide;Paul Koek;2010
Schauspielhaus Bochum;William Shakespeare;Der Kaufmann von Venedig;Elmar Goerden;2008
Schauspielhaus Bochum;William Shakespeare;Ein Sommernachtstraum;Christina Paulhofer;2014
Schauspielhaus Bochum;William Shakespeare;Viel Lärm um nichts;Lukas Langhoff;2015
Schauspielhaus Bochum;William Shakespeare;Wie es euch gefällt;Elmar Goerden;2007
Schauspielhaus Graz;Ad de Bont;Eine Odyssee;Tanja Krone;2008
Schauspielhaus Graz;Alexandra Badea;Zersplittert;Nina Gühlstorff;2015
Schauspielhaus Graz;András Vinnai / Viktor Bodó;Motel;Viktor Bodó;2014
Schauspielhaus Graz;Andrzej Stasiuk;Der dunkle Wald;Christina Rast;2006
Schauspielhaus Graz;Andrzej Stasiuk;Thalerhof;Anna Badora;2013
Schauspielhaus Graz;Anton Tschechow;Iwanow;Anna Badora;2014
Schauspielhaus Graz;Anton Tschechow;Platonow;Cornelia Crombholz;2007
Schauspielhaus Graz;Arthur Miller;Hexenjagd;Anna Badora;2010
Schauspielhaus Graz;Arthur Schnitzler;Zwischenspiel;Patrick Schlösser;2006
Schauspielhaus Graz;Asghar Farhadi / Susanne Felicitas Wolf;Das Vergangene;Patrick Schlösser;2015
Schauspielhaus Graz;Ben Jonson;Volpone;Claudia Bauer;2015
Schauspielhaus Graz;Bernhard Studlar;Sonne, Wolke, Amerika;Christine Eder;2007
Schauspielhaus Graz;Christian Winkler;Don Quixote und die Helden der Mantscha;Christian Winkler;2009
Schauspielhaus Graz;Darrel abalet Maribor;Sladko Suite;Marco Arturo Marelli;2010
Schauspielhaus Graz;David Greig;Pyrenäen;Cornelia Crombholz;2008
Schauspielhaus Graz;Dennis Kelly;Die Götter weinen;Anna Badora;2014
Schauspielhaus Graz;Edward Albee;Wer hat Angst vor Virginia Woolf?;Tom Kühnel;2009
Schauspielhaus Graz;Enda Walsh;The Homefront;Bernadette Sonnenbichler;2009
Schauspielhaus Graz;Ewald Palmetshofer;faust hat hunger und verschluckt sich an einer grete;Anna-Sophie Mahler;2011
Schauspielhaus Graz;Falk Richter;Gott ist ein DJ;Katrin Hiller;2012
Schauspielhaus Graz;Felicia Zeller;Kaspar Häuser Meer;Danielle Strahm;2010
Schauspielhaus Graz;Frank Abt;Arche Noah;Frank Abt;2009
Schauspielhaus Graz;Franz Grillparzer;Medea;Anna Badora;2006
Schauspielhaus Graz;Franz Kafka;Das Schloss;Viktor Bodó;2007
Schauspielhaus Graz;Franzobel;Hirschen;Georg Schmiedleitner;2006
Schauspielhaus Graz;Franzobel;Prinzessin Eisenherz;Georg Schmiedleitner;2009
Schauspielhaus Graz;Friedrich Dürrenmatt;Der Besuch der alten Dame;Tom Kühnel;2007
Schauspielhaus Graz;Friedrich Hebbel;Die Nibelungen;Cornelia Crombholz;2008
Schauspielhaus Graz;Friedrich Hebbel;Judith;Maja Kleczewska;2011
Schauspielhaus Graz;Friedrich Schiller;Don Karlos;Christine Eder;2008
Schauspielhaus Graz;Heinrich von Kleist;Amphitryon;Walter Meierjohann;2013
Schauspielhaus Graz;Heinrich von Kleist;Das Käthchen von Heilbronn;Georg Schmiedleitner;2008
Schauspielhaus Graz;Heinrich von Kleist;Penthesilea;Friederike Czeloth;2008
Schauspielhaus Graz;Henning Mankell;Der gewissenlose Mörder Hasse Karlsson;Michael Schilhan;2008
Schauspielhaus Graz;Henrik Ibsen;Baumeister Solness;Anna Badora;2008
Schauspielhaus Graz;Henrik Ibsen;Die Wildente;Patrick Schlösser;2008
Schauspielhaus Graz;Henrik Ibsen;Peer Gynt;Ingo Berk;2011
Schauspielhaus Graz;Herman Melville;Moby Dick;Daniel Pfluger;2010
Schauspielhaus Graz;Ingeborg Bachmann;Malina;Patrick Schlösser;2008
Schauspielhaus Graz;Jan Neumann;Liebesruh;Andrej Kritenko;2006
Schauspielhaus Graz;Johann Nestroy;Der Talisman;Peter Gruber;2006
Schauspielhaus Graz;Johann Nestroy;Der Zerrissene;Christine Eder;2007
Schauspielhaus Graz;Johann Nestroy;Freiheit in Krähwinkel;Christina Rast;2010
Schauspielhaus Graz;Johann Wolfgang von Goethe;Werther;Bastian Kraft;2011
Schauspielhaus Graz;John Kander / Fred Ebb / Joe Masteroff;Cabaret;Ingo Berk;2013
Schauspielhaus Graz;Joseph Roth;Radetzkymarsch;Ingo Berk;2009
Schauspielhaus Graz;Juli Zeh / Bernhard Studlar;Spieltrieb;Esther Muschol;2009
Schauspielhaus Graz;Klaus Händl;Dunkel lockende Welt;Cornelia Crombholz;2007
Schauspielhaus Graz;Lily Sykes / Anthony Loyd;Cactus Land;Jérôme Junod;2015
Schauspielhaus Graz;Lucy Prebble;Enron;Cornelia Crombholz;2011
Schauspielhaus Graz;Max Frisch;Andorra;Michael Schilhan;2009
Schauspielhaus Graz;Michael Bang / Michael Schramm / Sabine Zieser;Die grandiosen Abenteuer der Johanna Holzschwert;Josef M. Krasanvsky;2015
Schauspielhaus Graz;Michael Ende;Momo;Maximilian Achatz;2007
Schauspielhaus Graz;Michail Bulgakow;Der Meister und Margarita;Viktor Bodó;2010
Schauspielhaus Graz;Molière;Der Menschenfeind;Patrick Schlösser;2007
Schauspielhaus Graz;Nicoleta Esinencu;Tzap-Tzarap;Andrej Kritenko;2006
Schauspielhaus Graz;Nikolai Gogol;Die Heirat;Esther Muschol;2008
Schauspielhaus Graz;Ödön von Horváth;Zur schönen Aussicht;Claudia Bauer;2007
Schauspielhaus Graz;Peter Handke;Die Stunde da wir nichts voneinander wussten;Viktor Bodó;2009
Schauspielhaus Graz;Peter Handke;Immer noch Stum;Michael Simon;2014
Schauspielhaus Graz;Peter Turrini;Die Minderleister;Alexander Kubelka;2007
Schauspielhaus Graz;Pia Hierzegger;The Sound of Seiersberg;Ed Hauswirth;2007
Schauspielhaus Graz;Reto Finger;Kaltes Land;Ingo Berk;2006
Schauspielhaus Graz;Robert Louis Stevenson;Dr. Jekyll und Mr.Hyde;Philip Jenkins;2013
Schauspielhaus Graz;Sasa Stanišić;Wie der Soldat das Grammofon repariert;Christine Eder;2008
Schauspielhaus Graz;Sophokles;Antigone;Anna Badora;2008
Schauspielhaus Graz;Sophokles;Oedipus;Ingo Berk;2007
Schauspielhaus Graz;Theodor Fontane;Effi Briest;Friederike Czeloth;2008
Schauspielhaus Graz;Theo van Gogh;Blind Date;Bernadette Sonnenbichler;2011
Schauspielhaus Graz;Thomas Bernhard;Holzfällen;Krystian Lupa;2014
Schauspielhaus Graz;Tom Kühnel;Go West;Tom Kühnel;2008
Schauspielhaus Graz;Vladimir Nabokov;Lolita;Anna Badora;2009
Schauspielhaus Graz;Werner Schwab;Die Präsidentinnen;Simone Blattner;2014
Schauspielhaus Graz;William Shakespeare;Ein Sommernachtstraum;Christian Weinberger;2011
Schauspielhaus Graz;William Shakespeare / Feridun Zaimoglu / Günther Senkel;Othello;Christina Rast;2008
Schauspielhaus Graz;William Shakespeare;Hamlet;Theu Boermans;2010
Schauspielhaus Graz;William Shakespeare;König Lear;Peter Konwitschny;2009
Schauspielhaus Graz;William Shakespeare;Richard III;Jan Klata;2006
Schauspielhaus Graz;William Shakespeare;Wie es euch gefällt;Anna Badora;2007
Schauspielhaus Graz;Wolf Haas;Das Wetter vor 15 Jahren;Sandra Schüddekopf;2007
Schauspielhaus Graz;Yael Ronen;Community;Yael Ronen;2014
Schauspielhaus Graz;Yael Ronen;Grenzlinien;Yael Ronen;2013
Schauspielhaus Zürich;Aischylos;Die Perser;Stefan Pucher;2008
Schauspielhaus Zürich;Aischylos / Sophokles / Euripides;Oedipus;Sebastian Nübling;2011
Schauspielhaus Zürich;Albert Camus;Die Gerechten;Werner Düggelin;2009
Schauspielhaus Zürich;Anthony Burgess;A Clockwork Orange;David Bösch;2008
Schauspielhaus Zürich;Anton Tschechow;Drei Schwestern;Barbara Frey;2014
Schauspielhaus Zürich;Anton Tschechow;Platonow;Barbara Frey;2011
Schauspielhaus Zürich;Arthur Miller;Hexenjagd;Jan Bosse;2016
Schauspielhaus Zürich;Arthur Miller;Tod eines Handlungsreisenden;Stefan Pucher;2010
Schauspielhaus Zürich;Astrid Lindgren;Die Brüder Löwenherz;Ingo Berk;2014
Schauspielhaus Zürich;Barbara Frey / Fritz Hauser;Nachtstück;Barbara Frey;2016
Schauspielhaus Zürich;Bertolt Brecht / Kurt Weill;Die Dreigroschenoper;Niklaus Helbling;2009
Schauspielhaus Zürich;Botho Strauß;Leichtes Spiel;Luc Bondy;2009
Schauspielhaus Zürich;Brüder Grimm / Katharina Schlender;Dornröschen;Philippe Besson;2010
Schauspielhaus Zürich;Carlo Goldoni;Der Diener zweier Herren;Barbara Frey;2014
Schauspielhaus Zürich;Charles Way;Weit ist der Weg;Enrico Beeler;2010
Schauspielhaus Zürich;David Harrower;Blackbird;Matthias Hartmann;2006
Schauspielhaus Zürich;Edgar Allan Poe;A Dream within a Dream;Barbara Frey;2010
Schauspielhaus Zürich;Edward Albee;Wer hat Angst vor Virginia Woolf?;Wilfried Minks;2008
Schauspielhaus Zürich;Elfriede Jelinek;Über Tiere;Tina Lanik;2014
Schauspielhaus Zürich;Erich Kästner;Emil und die Detektive;Annette Raffalt;2006
Schauspielhaus Zürich;Ferdinand Schmalz;Der thermale Widerstand;Barbara Falter;2016
Schauspielhaus Zürich;Fjodor Michailowitsch Dostojewski;Der Idiot;Alvis Hermanis;2008
Schauspielhaus Zürich;Franz Kafka;Der Prozess;Barbara Frey;2013
Schauspielhaus Zürich;Friedrich Dürrenmatt;Der Besuch der alten Dame;Viktor Bodó;2015
Schauspielhaus Zürich;Friedrich Dürrenmatt;Die Panne;Lars-Ole Walburg;2010
Schauspielhaus Zürich;Friedrich Dürrenmatt;Die Physiker;Herbert Fritsch;2013
Schauspielhaus Zürich;Friedrich Glauser;Matto regiert;Sebastian Nübling;2014
Schauspielhaus Zürich;George Bernard Shaw;Major Barbara;Peter Zadek;2009
Schauspielhaus Zürich;Gotthold Ephraim Lessing;Miss Sara Sampson;Niklaus Helbling;2008
Schauspielhaus Zürich;Gotthold Ephraim Lessing;Nathan der Weise;Daniela Löffner;2016
Schauspielhaus Zürich;Heinrich von Kleist;Amphitryon;Matthias Hartmann;2006
Schauspielhaus Zürich;Heinrich von Kleist;Das Käthchen von Heilbronn;Dušan D.Pařízek;2011
Schauspielhaus Zürich;Henrik Ibsen / Dietmar Dath;Ein Volksfeind;Stefan Pucher;2015
Schauspielhaus Zürich;Henrik Ibsen;Peer Gynt;Antú Romero Nunes;2013
Schauspielhaus Zürich;Herman Melville;Bartleby, der Schreiber;Mélanie Huber;2014
Schauspielhaus Zürich;Jan Sobrie;Titus;Enrico Beeler;2015
Schauspielhaus Zürich;Jean Genet;Die Zofen;Bastian Kraft;2015
Schauspielhaus Zürich;Jean Tardieu;Der Schalter;Anca M. Rimnic;2010
Schauspielhaus Zürich;Jeremias Gotthelf;Die schwarze Spinne;Frank Castorf;2011
Schauspielhaus Zürich;Jon Fosse;Ich bin der Wind;Matthias Hartmann;2009
Schauspielhaus Zürich;Jon Fosse;Todesvariationen;Matthias Hartmann;2008
Schauspielhaus Zürich;Justine del Corte;Sex;Matthias Hartmann;2008
Schauspielhaus Zürich;Klaus Mann;Mephisto;Dušan David Pařísek;2016
Schauspielhaus Zürich;Kornél Mundruczó / Kata Wéber;Hotel Lucky Hole;Kornél Mundruczó;2014
Schauspielhaus Zürich;Krzysztof Kieślowski / Krzysztof Piesiewicz / John von Düffel;Die zehn Gebote;Karin Henkel;2015
Schauspielhaus Zürich;Kurt Held;Die rote Zora und ihre Bande;Annette Raffalt;2008
Schauspielhaus Zürich;Lewis Carroll;Alice im Wunderand;Antú Romero Nunes;2013
Schauspielhaus Zürich;Linah Saneh / Rabih Mroué;Biokraphia;Thomas Jonigk;2011
Schauspielhaus Zürich;Ludwig Tieck;Der gestiefelte Kater;Jan Bosse;2008
Schauspielhaus Zürich;Luis Buñuel;Der diskrete Charme der Bourgeoisie;Sebastian Nübling;2014
Schauspielhaus Zürich;Marieluise Fleisser;Fegefeuer in Ingolstadt;Barbara Frey;2010
Schauspielhaus Zürich;Martin Suter / Stephan Eicher ;Geri;Stefan Bachmann;2010
Schauspielhaus Zürich;Max Frisch;Andorra;Bastian Kraft;2016
Schauspielhaus Zürich;Max Frisch;Mein Name si Gantenbein;Dušan David Pařizek;2014
Schauspielhaus Zürich;Max Frisch;Stiller;Heike M. Goetze;2010
Schauspielhaus Zürich;Michail Lermontow;Ein Held unserer Zeit;Kateryna Sokolova;2014
Schauspielhaus Zürich;Molière;Don Juan;Werner Düggelin;2007
Schauspielhaus Zürich;Molière;Tartuffe;Matthias Hartmann;2007
Schauspielhaus Zürich;Ödön von Horváth;Kasimir und Karoline;David Bösch;2015
Schauspielhaus Zürich;Oscar Wilde;Bunbury;Werner Düggelin;2006
Schauspielhaus Zürich;Paul Burkhard;Der schwarze Hecht;Herbert Fritsch;2014
Schauspielhaus Zürich;Peter Stamm;Agnes;Daniela Löffner;2014
Schauspielhaus Zürich;Philipp Löhle;Kollaps;Zino Wey;2015
Schauspielhaus Zürich;René Pollesch;Ein Liebhaberstück;René Pollesch;2016
Schauspielhaus Zürich;René Pollesch;Fahrende Frauen;René Pollesch;2011
Schauspielhaus Zürich;René Pollesch;Love / No Love;René Pollesch;2015
Schauspielhaus Zürich;Rimini Protokoll;Call Cutta in a Box;Helgard Haug / Daniel Wetzel / Dietmar Kaegi;2008
Schauspielhaus Zürich;Roland Schimmelpfennig;Hier und Jetzt;Jürgen Gosch;2008
Schauspielhaus Zürich;Rudolf Herfurtner;Das Geschenk des weissen Pferdes;Antonia Brix;2010
Schauspielhaus Zürich;Ruedi Häusermann;Piano forte;Werner Düggelin;2015
Schauspielhaus Zürich;Ruedi Häusermann;Robert Walser;Ruedi Häusermann;2014
Schauspielhaus Zürich;Ruedi Häusermann;Vorwiegend heiter;Ruedi Häusermann;2007
Schauspielhaus Zürich;Samuel Beckett;Glückliche Tage;Sebastian Kreyer;2015
Schauspielhaus Zürich;Schorsch Kamerun;Biologie der Angst;Schorsch Kamerun;2007
Schauspielhaus Zürich;Sibylle Berg;Viel gut essen;Sebastian Nübling;2016
Schauspielhaus Zürich;Sibylle Berg;Wünsch Dir was;Niklaus Helbling;2006
Schauspielhaus Zürich;Sophokles;Ödipus;Matthias Hartmann;2007
Schauspielhaus Zürich;Stendhal;Rot und Schwarz;Hannes Weiler;2011
